X,Y,fid,Name,No,SK_ID,SK_start_position,Side_road___kp,Road,Kp,Kp_SK,odc,Modules,Module_1,Module_2,Module_3,Module_4,Module_5,Module_6,Module_7,Module_8,Module_9,Module_10,Module_11,SK_ID_full,status,GSM,Odcinek,Typ szafy,icon_url
18.478123,50.016629,"1904","SSKul.Rybnicka001,WodzisławŚląski","2907.0","2907.0","1421.0",,DK78,,,,"1.0",101_B_3_133,,,,,,,,,,,ID_0_2907,"0",,"8",M-3.1,./0.png
18.468646,50.001244,"1905","SSKul.Witosa001,WodzisławŚląski","2908.0","2908.0","1422.0",,DK78,,,,"1.0",101_B_3_132,,,,,,,,,,,ID_0_2908,"0",tak,"8",M-3.1,./0.png
18.402638,49.960787,"1906","SSKul.Rybnicka001,Gorzyce","2909.0","2909.0","1423.0",,DK78,,,,"1.0",101_B_3_105,,,,,,,,,,,ID_0_2909,"0",tak,"8",M-3.1,./0.png
18.826558,50.459704,"1907","SSKul.Zagórska001,TarnowskieGóry","2910.0","2910.0","1424.0",,DK11,,,,"1.0",101_B_3_107,,,,,,,,,,,ID_0_2910,"0",tak,"10",M-3.1,./0.png
18.9587507,49.9765244,"1908",SSKDK1Pszczynaul.Górnośląska001,"2911.0","2911.0","1425.0",,DK1,,,,"1.0",106_B_3_022,,,,,,,,,,,ID_0_2911,"0",tak,"6",M-3.2,./0.png
18.793473,50.231801,"1909","SSKul.Gliwicka002,Paniówki","2912.0","2912.0","1426.0",,DW921,,,,"1.0",101_B_3_117,,,,,,,,,,,ID_0_2912,"0",tak,"10",M-3.1,./0.png
18.874085,50.43198,"1910","SSKDK78001,TarnowskieGóry","2913.0","2913.0","1427.0",,DK78,,,,"1.0",101_B_3_108,,,,,,,,,,,ID_0_2913,"0",tak,"10",M-3.1,./0.png
19.2301882,50.4656342,"1911",SSK DK91 02,"2914.0","2914.0","1428.0",,DK1,,,,"1.0",101_B_3_039,,,,,,,,,,,ID_0_2914,"0",tak,"7",M-3.1,./0.png
19.2269875,50.4501417,"1912",SSK DK91 03,"2915.0","2915.0","1429.0",,DK91,,,,"1.0",101_B_3_059,,,,,,,,,,,ID_0_2915,"0",tak,"2",M-3.1,./0.png
18.515944,50.067065,"1913","SSKul.Wodzisławska001,Rybnik","2916.0","2916.0","1430.0",,DK78,,,,"1.0",101_B_3_134,,,,,,,,,,,ID_0_2916,"0",tak,"8",M-3.1,./0.png
18.5207758,50.0739581,"1914","SSKul.Wodzisławska002,Rybnik","2917.0","2917.0","1431.0",,DK78,,,,"1.0",101_B_3_135,,,,,,,,,,,ID_0_2917,"0",tak,"8",M-3.1,./0.png
18.698853,50.041939,"1915","SSKul.Katowicka001,Żory","2918.0","2918.0","1432.0",,DK81,,,,"1.0",101_B_3_120,,,,,,,,,,,ID_0_2918,"0",tak,"10",M-3.1,./0.png
18.706415,50.048644,"1916","SSKul.Katowicka002,Żory","2919.0","2919.0","1433.0",,DK81,,,,"1.0",101_B_3_121,,,,,,,,,,,ID_0_2919,"0",tak,"10",M-3.1,./0.png
19.116063,50.305735,"1917",SSKS86001Będzin,"2920.0","2920.0","1434.0",,DK94,,,,"1.0",101_B_3_125,,,,,,,,,,,ID_0_2920,"0",tak,"9",M-3.1,./0.png
19.1197953,50.3026757,"1918",SSKS86002Będzin,"2921.0","2921.0","1435.0",,S86,,,,"1.0",106_C_3_003,,,,,,,,,,,ID_0_2921,"0",tak,"9",M-3.2,./0.png
19.1506642,50.6008597,"1919",SSK DK91 01,"2922.0","2922.0","1436.0",,DK91,,,,"1.0",101_B_3_098,,,,,,,,,,,ID_0_2922,"0",tak,"7",M-3.1,./0.png
18.824832,50.217645,"1920","SSKul.Przelotowa001,Mikołów","2923.0","2923.0","1437.0",,DW925,,,,"1.0",101_B_3_139,,,,,,,,,,,ID_0_2923,"0",tak,"10",M-3.1,./0.png
19.2053583,50.4135715,"1921",SSKDK86km001592,"2924.0","2924.0","1438.0",,DK86,,,,"2.0",101_B_3_110,103_B_3_017.2,,,,,,,,,,ID_0_2924,"0",,"7",M-3.1,./0.png
19.208305,50.418933,"1922",SSKS1bkm012521ŁP,"2925.0","2925.0","1440.0",,S1,,, 114_A_3_297),"4.0",104_B_3_111,104_B_3_308,114_A_3_112,114_A_3_297,,,,,,,,ID_0_2925,"0",,"7",M-3.1,./0.png
19.211188,50.418382,"1924",SSKS1akm000109ŁP,"2927.0","2927.0","1444.0",,S1,,, 114_A_3_183),"4.0",104_B_3_180,104_B_3_182,114_A_3_181,114_A_3_183,,,,,,,,ID_0_2927,"0",,"7",M-3.1,./0.png
19.213071,50.422734,"1925",SSKDK91km522203,"2928.0","2928.0","1448.0",,DK91,,,,"1.0",104_C_3_199,,,,,,,,,,,ID_0_2928,"0",,"7",M-3.1,./0.png
18.4389943,50.3916947,"1926",SSKA4w.Łany-Pyskowickanr.2,"2929.0","2929.0","1449.0",,DK40,,,,"1.0",101_B_3_002,,,,,,,,,,,ID_0_2929,"0",,"3",M-3.1,./0.png
18.4469284,50.3945019,"1927",SSKA4w.Łany-Pyskowickanr.1,"2930.0","2930.0","1450.0",,DK40,,,,"1.0",101_B_3_003,,,,,,,,,,,ID_0_2930,"0",,"3",M-3.1,./0.png
18.5463153,50.3451938,"1928",SSKA4JanaNowaka-Jeziorańskiegonr.1,"2931.0","2931.0","1451.0",,A4,,,,"1.0",106_A_3_100,,,,,,,,,,,ID_0_2931,"0",,"3",M-3.1,./0.png
18.5528581,50.3433031,"1929",SSKA4JanaNowaka-Jeziorańskiegonr.2,"2932.0","2932.0","1452.0",,A4,,,,"2.0",101_C_3_021,103_B_3_014,,,,,,,,,,ID_0_2932,"0",,"3",M-3.2,./0.png
18.785301,50.234327,"1930","SSKul.Gliwicka001,Paniówki","2933.0","2933.0","1454.0",,DW921,,,,"1.0",101_B_3_138,,,,,,,,,,,ID_0_2933,"0",tak,"10",M-3.1,./0.png
18.603214,50.217599,"1931","SSKul.Rybnicka001,Nieborowice","2934.0","2934.0","1455.0",,DK78,,,,"1.0",101_B_3_137,,,,,,,,,,,ID_0_2934,"0",tak,"8",M-3.1,./0.png
18.3983763,49.9592102,"1932","SSKul.Raciborska001,Gorzyce","2935.0","2935.0","1456.0",,DK78,,,,"1.0",106_C_3_001,,,,,,,,,,,ID_0_2935,"0",tak,"8",M-3.2,./0.png
19.1503088,50.5955425,"1933",SSK DK91 04,"2936.0","2936.0","1457.0",,DK91,,,,"1.0",101_B_3_099,,,,,,,,,,,ID_0_2936,"0",tak,"7",M-3.1,./0.png
18.831222,50.218798,"1934","SSKul.Gliwicka002,Mikołów","2937.0","2937.0","1458.0",,DK44,,,,"1.0",101_B_3_141,,,,,,,,,,,ID_0_2937,"0",tak,"10",M-3.1,./0.png
18.822992,50.221954,"1935","SSKul.Gliwicka001,Mikołów","2938.0","2938.0","1459.0",,DK44,,,,"1.0",101_B_3_140,,,,,,,,,,,ID_0_2938,"0",tak,"10",M-3.1,./0.png
19.2083422,50.4173123,"1936",SSKDK86km001085,"2939.0","2939.0","1460.0",,S1,,,,"2.0",104_C_3_194,106_A_3_074,,,,,,,,,,ID_0_2939,"0",,"7",M-3.1,./0.png
19.20829,50.4169682,"1937",SSKDK86km001141,"2940.0","2940.0","1462.0",,S1,,,,"1.0",104_C_3_195,,,,,,,,,,,ID_0_2940,"0",,"7",M-3.1,./0.png
19.2141663,50.424946,"1938",SSKDK91km521183,"2941.0","2941.0","1463.0",,DK91,,,,"2.0",101_B_3_038,103_B_3_017.1,,,,,,,,,,ID_0_2941,"0",,"7",M-3.2,./0.png
19.1761514,50.2046984,"1939",SSKA4Mysłowice02,"2942.0","2942.0","1465.0",,A4,,,,"1.0",103_B_3_019.2,,,,,,,,,,,ID_0_2942,"0",tak,"7",M-3.2,./0.png
18.7754881,50.3660173,"1940","SSK A1 ul. Wincentego Witosa 01, Zabrze","2943.0","2943.0","1466.0",,DK78,,,,"1.0",101_B_3_103,,,,,,,,,,,ID_0_2943,"0",tak,"2",M-3.1,./0.png
18.781435,50.3733808,"1941",SSK DK94DK78nr1,"2944.0","2944.0","1467.0",,---,,,,"1.0",106_C_3_000,,,,,,,,,,,ID_0_2944,"0",tak,"2",M-3.2,./0.png
18.7839656,50.3709509,"1942","SSK A1 Bytomska 02, Wieszowa","2945.0","2945.0","1468.0",,DK94,,,,"1.0",101_B_3_126,,,,,,,,,,,ID_0_2945,"0",tak,"2",M-3.1,./0.png
18.7838303,50.3768618,"1943",SSK A1 ul. Tarnogórska O1,"2946.0","2946.0","1469.0",,DK78,,,,"1.0",101_B_3_030,,,,,,,,,,,ID_0_2946,"0",tak,"2",M-3.1,./0.png
18.7788429,50.3757282,"1944","SSK A1 ul. Bytomska O1, Wieszowa","2947.0","2947.0","1470.0",,DK94,,,,"1.0",101_B_3_076,,,,,,,,,,,ID_0_2947,"0",tak,"2",M-3.1,./0.png
18.7072947,50.3129319,"1945",SSK A1c ul. Jana Nowaka-Jeziorańskiego,"2948.0","2948.0","1471.0",,DK88,,,,"1.0",101_B_3_114,,,,,,,,,,,ID_0_2948,"0",tak,"2",M-3.1,./0.png
18.527932,49.976226,"1946","SSK A1 ul. Wodzisławska 01, Mszana","2949.0","2949.0","1472.0",,DW933,,,,"1.0",101_B_3_122,,,,,,,,,,,ID_0_2949,"0",tak,"1",M-3.1,./0.png
18.5554659,49.962218,"1947","SSK A1 ul. Wodzisławska 02, Mszana","2950.0","2950.0","1473.0",,---,,,,"1.0",101_B_3_131,,,,,,,,,,,ID_0_2950,"0",tak,"1",M-3.1,./0.png
18.5568399,49.9662313,"1948",SSK A1 ul. Droga Główna Południowa,"2951.0","2951.0","1474.0",,DW933,,,,"1.0",101_B_3_130,,,,,,,,,,,ID_0_2951,"0",tak,"1",M-3.1,./0.png
18.5480166,49.9684273,"1949","SSK A1 ul. Wolności, Mszana","2952.0","2952.0","1475.0",,miejska,,,,"1.0",101_B_3_104,,,,,,,,,,,ID_0_2952,"0",tak,"1",M-3.1,./0.png
18.6665814,50.059697,"1950","SSK A1 ul. Rybnicka, Żory","2953.0","2953.0","1476.0",,Miejska,,,,"1.0",101_B_3_116,,,,,,,,,,,ID_0_2953,"0",tak,"1",M-3.1,./0.png
18.6676487,50.0606105,"1951","SSK A1 ul. Północna, Żory","2954.0","2954.0","1477.0",,DW935,,,,"1.0",101_B_3_095,,,,,,,,,,,ID_0_2954,"0",tak,"1",M-3.1,./0.png
18.6449376,50.0598614,"1952",SSK A1 DW935 Rybnik,"2955.0","2955.0","1478.0",,DW935,,,,"1.0",101_B_3_079,,,,,,,,,,,ID_0_2955,"0",tak,"1",M-3.1,./0.png
18.6370052,50.0712834,"1953","SSK A1 ul. Żorska, Żory","2956.0","2956.0","1479.0",,Miejska,,,,"1.0",101_B_3_026,,,,,,,,,,,ID_0_2956,"0",tak,"1",M-3.1,./0.png
19.037237,50.26202,"1954","SSK DK79 Roździeńskiego 01, Katowice","2957.0","2957.0","1480.0",,DK79,,,,"1.0",101_B_3_113,,,,,,,,,,,ID_0_2957,"0",tak,"9",M-3.1,./0.png
19.050968,50.265818,"1955","SSK S86 Roździeńskiego 01, Katowice","2958.0","2958.0","1481.0",,S86,,,,"1.0",101_B_3_112,,,,,,,,,,,ID_0_2958,"0",tak,"9",M-3.1,./0.png
19.0537914,50.2632004,"1956","SSK DK79 Bagienna 02, Katowice","2959.0","2959.0","1482.0",,miejska,,,,"1.0",101_B_3_010,,,,,,,,,,,ID_0_2959,"0",tak,"9",M-3.1,./0.png
19.0524225,50.2660704,"1957","SSK S86 Roździeńskiego 02, Katowice","2960.0","2960.0","1483.0",,S86,,,,"2.0",101_B_3_010,106_C_3_002_A,,,,,,,,,,ID_0_2960,"0",tak,"9",M-3.2,./0.png
19.0483025,50.256008,"1958",SSKDK86ul.Murckowska002,"2961.0","2961.0","1485.0",,DK86,,,,"2.0",103_B_3_016.1,101_B_3_111,103_B_3_016.1,,,,,,,,,ID_0_2961,"0",,"4",M-3.2,./0.png
18.979508,50.2702658,"1959","SSK DW902 Reńców 01, Katowice","2962.0","2962.0","1487.0",,miejska,,,,"1.0",101_B_3_011,,,,,,,,,,,ID_0_2962,"0",tak,"9",M-3.1,./0.png
18.5668004,50.3392427,"1960",SSK A4 ul. Jana Nowaka-Jeziorańskiego nr 3,"2963.0","2963.0","1488.0",,DK88,,,,"1.0",101_B_3_109,,,,,,,,,,,ID_0_2963,"0",tak,"3",M-3.1,./0.png
18.5783495,50.2768418,"1961",SSK A4 Daszyńskiego nr 1,"2964.0","2964.0","1489.0",,DW409,,,,"1.0",101_B_3_005,,,,,,,,,,,ID_0_2964,"0",tak,"3",M-3.1,./0.png
18.5716223,50.2730176,"1962",SSK A4 Daszyńskiego nr 2,"2965.0","2965.0","1490.0",,DW408,,,,"1.0",101_B_3_004,,,,,,,,,,,ID_0_2965,"0",tak,"3",M-3.1,./0.png
19.0496232,50.7520387,"1963",SSK A1 DW908 nr 1,"2966.0","2966.0","1491.0",,DW908,,,,"1.0",101_B_3_023,,,,,,,,,,,ID_0_2966,"0",tak,"2",M-3.1,./0.png
19.0449607,50.746996,"1964",SSK A1 DW908 nr 2,"2967.0","2967.0","1492.0",,DW908,,,,"1.0",101_B_3_001,,,,,,,,,,,ID_0_2967,"0",tak,"2",M-3.1,./0.png
18.7175845,50.3398793,"1965",SSKDK78nr1,"2968.0","2968.0","1493.0",,DK78,,,,"1.0",101_B_3_124,,,,,,,,,,,ID_0_2968,"0",,"2",M-3.1,./0.png
18.9346805,50.370036,"1966",SSKDW911nr1,"2969.0","2969.0","1494.0",,DW911,,,,"1.0",101_B_3_084,,,,,,,,,,,ID_0_2969,"0",,"2",M-3.1,./0.png
18.9380851,50.3615412,"1967",SSKDW911nr2,"2970.0","2970.0","1495.0",,DW911,,,,"1.0",101_B_3_123,,,,,,,,,,,ID_0_2970,"0",,"2",M-3.1,./0.png
19.0802298,50.457778,"1968",SSKS1913nr1,"2971.0","2971.0","1496.0",,DW911,,,,"1.0",101_B_3_089,,,,,,,,,,,ID_0_2971,"0",,"2",M-3.1,./0.png
19.0875152,50.453148,"1969",SSKS1DK78nr1,"2972.0","2972.0","1497.0",,DK78,,,,"1.0",101_B_3_034,,,,,,,,,,,ID_0_2972,"0",,"2",M-3.1,./0.png
19.0775525,50.4518828,"1970",SSKS1DK78nr2,"2973.0","2973.0","1498.0",,DK78,,,,"1.0",101_B_3_033,,,,,,,,,,,ID_0_2973,"0",,"2",M-3.1,./0.png
19.1713907,50.2227726,"1991",SSKS1km547202,"1798.0","1798.0","1054.0",,S1,,,,"1.0",101_B_3_071,,,,,,,,,,,ID_0_1798,"0",,"7",M-3.1,./0.png
